probe_id	n_genes	gene_ids	gene_names	cigars	transcript_ids	transcript_types
ENSG00000096696|DSP|e135677	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|b4b4e19	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|02de332	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|4905572	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713910.1,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|5213732	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|7968fa3	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713910.1,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|f48ec89	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|b80b9c0	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|8994f8e	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP]	[=40,=40,=40,=40]	[ENST00000710359.2,ENST00000379802.8,ENST00000418664.3,ENST00000713904.1]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|aa4dce8	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713910.1,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|bf4bbb4	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713910.1,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|448e578	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713910.1,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|7269bad	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|a3c3550	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713910.1,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|54d2fa0	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|552116b	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP]	[=40,=40,=40,=40]	[ENST00000710359.2,ENST00000379802.8,ENST00000418664.3,ENST00000713904.1]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|98029a9	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|f3874a3	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000096696|DSP|afc2955	1	[ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696,ENSG00000096696]	[DSP,DSP,DSP,DSP,DSP]	[=40,=40,=40,=40,=40]	[ENST00000710359.2,ENST00000713909.1,ENST00000418664.3,ENST00000713904.1,ENST00000379802.8]	[protein_coding,protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000127951|FGL2|cd12277	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|83a2232	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|09a7d89	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|28a8800	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|6499fc1	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|e06b385	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|c207f9e	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|66e574b	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|53990f3	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|0ba0582	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|8ddb99c	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|e99720c	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|c13a5ea	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|91c42ec	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|1eea77d	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|e079c5c	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|5a30045	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|0d2eca0	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|3b97868	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000127951|FGL2|b8ca90c	1	[ENSG00000127951]	[FGL2]	[=40]	[ENST00000248598.6]	[protein_coding]
ENSG00000197872|FAM49A|bb18ee1	1	[ENSG00000197872]	[CYRIA]	[=40]	[ENST00000406434.5]	[protein_coding]
ENSG00000197872|FAM49A|01d279f	1	[ENSG00000197872]	[CYRIA]	[=40]	[ENST00000406434.5]	[protein_coding]
ENSG00000145390|USP53|26f4955	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|6e2ec54	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|24d9fef	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|077c506	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|2eeb756	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|308563b	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|ed4cd9e	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|485e700	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|57f8c08	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|b6248e5	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|b95a0d4	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|f39d21c	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|9507a57	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|2f03b29	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|3b09dd5	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|9345db0	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|8d23a5c	1	[ENSG00000145390,ENSG00000145390]	[USP53,USP53]	[=40,=40]	[ENST00000692078.1,ENST00000450251.6]	[protein_coding,protein_coding]
ENSG00000145390|USP53|d3e3691	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|be71cc0	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000145390|USP53|493497b	1	[ENSG00000145390,ENSG00000145390,ENSG00000145390]	[USP53,USP53,USP53]	[=40,=40,=40]	[ENST00000692078.1,ENST00000450251.6,ENST00000274030.11]	[protein_coding,protein_coding,protein_coding]
ENSG00000107485|GATA3|aa036e0	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|a037bef	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|13a313a	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|d38c2cb	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|bd7d987	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|9ec3450	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|f38f021	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|0d36059	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|1fbd8f4	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|ffe3606	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|5131d79	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|9c50de4	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|e7d49f2	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|f3c4bdd	1	[ENSG00000107485,ENSG00000107485]	[GATA3,GATA3]	[=40,=40]	[ENST00000346208.4,ENST00000379328.9]	[protein_coding,protein_coding]
ENSG00000107485|GATA3|4d2f1ed	1	[ENSG00000107485]	[GATA3]	[=40]	[ENST00000379328.9]	[protein_coding]
ENSG00000107968|MAP3K8|acd1410	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40,=40]	[ENST00000375322.2,ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|7cdc790	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40,=40]	[ENST00000375322.2,ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|102f26b	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40,=40]	[ENST00000375322.2,ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|04cbcd1	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40,=40]	[ENST00000375322.2,ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|f7b230f	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40]	[ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|d296f9a	1	[ENSG00000107968]	[MAP3K8]	[=40]	[ENST00000375322.2]	[protein_coding]
ENSG00000107968|MAP3K8|2eda830	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40]	[ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|8e1a00f	1	[ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8]	[=40,=40]	[ENST00000375322.2,ENST00000263056.6]	[protein_coding,protein_coding]
ENSG00000107968|MAP3K8|e005391	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40]	[ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|74891f8	1	[ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8]	[=40,=40]	[ENST00000375322.2,ENST00000263056.6]	[protein_coding,protein_coding]
ENSG00000107968|MAP3K8|a7fd79d	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40]	[ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|c31b596	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40]	[ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|22b2c71	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40]	[ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding]
ENSG00000107968|MAP3K8|9180b17	1	[ENSG00000107968,ENSG00000107968,ENSG00000107968]	[MAP3K8,MAP3K8,MAP3K8]	[=40,=40,=40]	[ENST00000375321.1,ENST00000263056.6,ENST00000542547.5]	[protein_coding,protein_coding,protein_coding]
